Control.task.start_produce,x0,num_restarts,input_name,Grammatical_WM_P.C2.confidence_threshold,syntactic_complexity_mean,syntactic_complexity_std,utterance_length_mean,utterance_length_std,active,passive,total_constructions,produced
333.666666667,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
333.666666667,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
333.666666667,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
333.666666667,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
333.666666667,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
333.666666667,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
333.666666667,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,2.33333333333,0.942809041582,1,0,8,True
333.666666667,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
333.666666667,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,2.33333333333,0.942809041582,1,0,8,True
333.666666667,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,4.66666666667,2.62466929134,0,2,11,True
333.666666667,50,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
333.666666667,50,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
333.666666667,50,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
333.666666667,50,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
333.666666667,50,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
333.666666667,50,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
333.666666667,50,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
333.666666667,50,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
333.666666667,50,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
333.666666667,50,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
333.666666667,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
333.666666667,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
333.666666667,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
333.666666667,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
333.666666667,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
333.666666667,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
333.666666667,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
333.666666667,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
333.666666667,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
333.666666667,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
389.111111111,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
389.111111111,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
389.111111111,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
389.111111111,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
389.111111111,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
389.111111111,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
389.111111111,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
389.111111111,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
389.111111111,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
389.111111111,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
389.111111111,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
389.111111111,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
389.111111111,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,2.33333333333,0.942809041582,1,0,8,True
389.111111111,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
389.111111111,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
389.111111111,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
389.111111111,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,2.33333333333,0.942809041582,1,0,8,True
389.111111111,70,10,blue_woman_kick_man,0.3,0.166666666667,0.166666666667,4.0,3.0,0,1,7,True
389.111111111,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,3.33333333333,2.05480466766,0,1,8,True
389.111111111,70,10,blue_woman_kick_man,0.3,0.194444444444,0.141639430933,2.33333333333,0.942809041582,1,0,8,True
389.111111111,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,5.0,0.0,1,0,6,True
389.111111111,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,5.0,0.0,1,0,6,True
389.111111111,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,5.0,0.0,1,0,6,True
389.111111111,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,5.0,0.0,1,0,6,True
389.111111111,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,5.0,0.0,1,0,6,True
389.111111111,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,5.0,0.0,1,0,6,True
389.111111111,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,5.0,0.0,1,0,6,True
389.111111111,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,5.0,0.0,1,0,6,True
389.111111111,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,5.0,0.0,1,0,6,True
389.111111111,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,5.0,0.0,1,0,6,True
389.111111111,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
389.111111111,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
389.111111111,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
389.111111111,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
389.111111111,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
389.111111111,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
389.111111111,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
389.111111111,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
389.111111111,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
389.111111111,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
444.555555556,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
444.555555556,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
444.555555556,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
444.555555556,70,10,blue_woman_kick_man,0.3,0.309523809524,0.0238095238095,4.5,1.5,1,0,10,True
444.555555556,70,10,blue_woman_kick_man,0.3,0.309523809524,0.0238095238095,4.5,1.5,1,0,10,True
444.555555556,70,10,blue_woman_kick_man,0.3,0.309523809524,0.0238095238095,4.5,1.5,1,0,10,True
444.555555556,70,10,blue_woman_kick_man,0.3,0.309523809524,0.0238095238095,4.5,1.5,1,0,10,True
444.555555556,70,10,blue_woman_kick_man,0.3,0.309523809524,0.0238095238095,4.5,1.5,1,0,10,True
444.555555556,70,10,blue_woman_kick_man,0.3,0.309523809524,0.0238095238095,4.5,1.5,1,0,10,True
444.555555556,70,10,blue_woman_kick_man,0.3,0.309523809524,0.0238095238095,4.5,1.5,1,0,10,True
444.555555556,70,10,blue_woman_kick_man,0.3,0.309523809524,0.0238095238095,4.5,1.5,1,0,10,True
444.555555556,70,10,blue_woman_kick_man,0.3,0.309523809524,0.0238095238095,4.5,1.5,1,0,10,True
444.555555556,70,10,blue_woman_kick_man,0.3,0.309523809524,0.0238095238095,4.5,1.5,1,0,10,True
444.555555556,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
444.555555556,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
444.555555556,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,7.0,0.0,0,1,6,True
444.555555556,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
444.555555556,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
444.555555556,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
444.555555556,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
444.555555556,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
444.555555556,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
444.555555556,50,10,blue_woman_kick_man,0.3,0.333333333333,0.0,4.0,0.0,1,0,6,True
444.555555556,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
444.555555556,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
444.555555556,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
444.555555556,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
500.0,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
500.0,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
500.0,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
500.0,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
500.0,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,10,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,10,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
500.0,70,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,4.5,1.5,0,1,7,True
500.0,70,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,4.5,1.5,0,1,7,True
500.0,70,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,4.5,1.5,0,1,7,True
500.0,70,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
500.0,70,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
500.0,70,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,4.5,1.5,0,1,7,True
500.0,70,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,4.5,1.5,0,1,7,True
500.0,70,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,4.5,1.5,0,1,7,True
500.0,70,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,3.0,0.0,1,0,7,True
500.0,70,10,blue_woman_kick_man,0.3,0.291666666667,0.0416666666667,4.5,1.5,0,1,7,True
500.0,50,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,50,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,50,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,50,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,50,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,50,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,50,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,50,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,50,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,50,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,30,10,blue_woman_kick_man,0.3,0.25,0.0,3.0,0.0,1,0,4,True
500.0,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
500.0,30,10,blue_woman_kick_man,0.3,0.333333333333,0.0,3.0,0.0,0,0,3,True
