seed,input_rate,max_time,num_restarts,deact_weight,time_pressure,max_capacity,act_rest,input_name,sub_threshold,coop_weight,k,tau,comp_weight,coop_asymmetry,prune_threshold,start_produce,num_restarts,noise_std,ext_weight,conf_threshold,partial_readout,structural_compactness,utterance_intervals,cxn_usage_count,num_utterances,PASSIVE,ACTIVE,global_syntactic_complexity,syntactic_complexity,utterance_lengths,requested_info,num_requests,max_BLEU_score,utterance
292795715,100,2000,5,0.0,10.0,nan,0.001,agent_event_patient_action,0.8,1.0,10,10.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.818181818182,1.18181818182,28.8,14.0,11.0,0.0,1.0,0.0714285714286,0.0227272727273,1.18181818182,<START><120>ACTION_108162(a1)<141>ACTION_108162(a1)<162>ACTION_108162(a1)<183>ACTION_108162(a1)<204>ACTION_108162(a1)<225>ACTION_108162(a1)<246>ACTION_108162(a1)<267>ACTION_108162(a1)<288>ACTION_108162(a1)<END>,9,nan,<START><21>girl<120>girl<141>girl<162>girl<183>girl<204>girl<225>girl<246>girl<267>girl<288>girl<309>girl kick man<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,agent_event_patient_action,0.8,1.0,10,10.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.818181818182,1.18181818182,28.8,14.0,11.0,0.0,1.0,0.0714285714286,0.0227272727273,1.18181818182,<START><120>ACTION_108162(a1)<141>ACTION_108162(a1)<162>ACTION_108162(a1)<183>ACTION_108162(a1)<204>ACTION_108162(a1)<225>ACTION_108162(a1)<246>ACTION_108162(a1)<267>ACTION_108162(a1)<288>ACTION_108162(a1)<END>,9,nan,<START><21>girl<120>girl<141>girl<162>girl<183>girl<204>girl<225>girl<246>girl<267>girl<288>girl<309>girl kick man<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,agent_event_patient_action,0.8,1.0,10,10.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.818181818182,1.18181818182,28.8,14.0,11.0,0.0,1.0,0.0714285714286,0.0227272727273,1.18181818182,<START><120>ACTION_108162(a1)<141>ACTION_108162(a1)<162>ACTION_108162(a1)<183>ACTION_108162(a1)<204>ACTION_108162(a1)<225>ACTION_108162(a1)<246>ACTION_108162(a1)<267>ACTION_108162(a1)<288>ACTION_108162(a1)<END>,9,nan,<START><21>girl<120>girl<141>girl<162>girl<183>girl<204>girl<225>girl<246>girl<267>girl<288>girl<309>girl kick man<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,agent_event_patient_action,0.8,1.0,10,10.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.818181818182,1.18181818182,28.8,14.0,11.0,0.0,1.0,0.0714285714286,0.0227272727273,1.18181818182,<START><120>ACTION_108162(a1)<141>ACTION_108162(a1)<162>ACTION_108162(a1)<183>ACTION_108162(a1)<204>ACTION_108162(a1)<225>ACTION_108162(a1)<246>ACTION_108162(a1)<267>ACTION_108162(a1)<288>ACTION_108162(a1)<END>,9,nan,<START><21>girl<120>girl<141>girl<162>girl<183>girl<204>girl<225>girl<246>girl<267>girl<288>girl<309>girl kick man<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,agent_event_patient_action,0.8,1.0,10,10.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.818181818182,1.18181818182,28.8,14.0,11.0,0.0,1.0,0.0714285714286,0.0227272727273,1.18181818182,<START><120>ACTION_108162(a1)<141>ACTION_108162(a1)<162>ACTION_108162(a1)<183>ACTION_108162(a1)<204>ACTION_108162(a1)<225>ACTION_108162(a1)<246>ACTION_108162(a1)<267>ACTION_108162(a1)<288>ACTION_108162(a1)<END>,9,nan,<START><21>girl<120>girl<141>girl<162>girl<183>girl<204>girl<225>girl<246>girl<267>girl<288>girl<309>girl kick man<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,agent_event_patient_action,0.8,1.0,10,505.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.818181818182,1.18181818182,28.8,14.0,11.0,0.0,1.0,0.0714285714286,0.0227272727273,1.18181818182,<START><120>ACTION_108162(a1)<141>ACTION_108162(a1)<162>ACTION_108162(a1)<183>ACTION_108162(a1)<204>ACTION_108162(a1)<225>ACTION_108162(a1)<246>ACTION_108162(a1)<267>ACTION_108162(a1)<288>ACTION_108162(a1)<END>,9,nan,<START><21>girl<120>girl<141>girl<162>girl<183>girl<204>girl<225>girl<246>girl<267>girl<288>girl<309>girl kick man<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,agent_event_patient_action,0.8,1.0,10,505.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.818181818182,1.18181818182,28.8,14.0,11.0,0.0,1.0,0.0714285714286,0.0227272727273,1.18181818182,<START><120>ACTION_108162(a1)<141>ACTION_108162(a1)<162>ACTION_108162(a1)<183>ACTION_108162(a1)<204>ACTION_108162(a1)<225>ACTION_108162(a1)<246>ACTION_108162(a1)<267>ACTION_108162(a1)<288>ACTION_108162(a1)<END>,9,nan,<START><21>girl<120>girl<141>girl<162>girl<183>girl<204>girl<225>girl<246>girl<267>girl<288>girl<309>girl kick man<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,agent_event_patient_action,0.8,1.0,10,505.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.818181818182,1.18181818182,28.8,14.0,11.0,0.0,1.0,0.0714285714286,0.0227272727273,1.18181818182,<START><120>ACTION_108162(a1)<141>ACTION_108162(a1)<162>ACTION_108162(a1)<183>ACTION_108162(a1)<204>ACTION_108162(a1)<225>ACTION_108162(a1)<246>ACTION_108162(a1)<267>ACTION_108162(a1)<288>ACTION_108162(a1)<END>,9,nan,<START><21>girl<120>girl<141>girl<162>girl<183>girl<204>girl<225>girl<246>girl<267>girl<288>girl<309>girl kick man<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,agent_event_patient_action,0.8,1.0,10,505.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.818181818182,1.18181818182,28.8,14.0,11.0,0.0,1.0,0.0714285714286,0.0227272727273,1.18181818182,<START><120>ACTION_108162(a1)<141>ACTION_108162(a1)<162>ACTION_108162(a1)<183>ACTION_108162(a1)<204>ACTION_108162(a1)<225>ACTION_108162(a1)<246>ACTION_108162(a1)<267>ACTION_108162(a1)<288>ACTION_108162(a1)<END>,9,nan,<START><21>girl<120>girl<141>girl<162>girl<183>girl<204>girl<225>girl<246>girl<267>girl<288>girl<309>girl kick man<END>
292795715,100,2000,5,0.0,10.0,nan,0.001,agent_event_patient_action,0.8,1.0,10,505.0,-10.0,1.0,0.01,1,5,1.0,1.0,0.3,0.818181818182,1.18181818182,28.8,14.0,11.0,0.0,1.0,0.0714285714286,0.0227272727273,1.18181818182,<START><120>ACTION_108162(a1)<141>ACTION_108162(a1)<162>ACTION_108162(a1)<183>ACTION_108162(a1)<204>ACTION_108162(a1)<225>ACTION_108162(a1)<246>ACTION_108162(a1)<267>ACTION_108162(a1)<288>ACTION_108162(a1)<END>,9,nan,<START><21>girl<120>girl<141>girl<162>girl<183>girl<204>girl<225>girl<246>girl<267>girl<288>girl<309>girl kick man<END>
